Token	POS-Tag	OOV	Id	Index	Documento
Irritator	PROPN	1	8	43	Pesquisadores da Universidade Federal do Rio de Janeiro descobriram uma nova espécie de dinossauro herbívoro que viveu no território brasileiro há cerca de 70 milhões de anos . Os fósseis foram encontrados no interior de Minas Gerais e o animal foi batizado de Irritator challengeri .
challengeri	PROPN	1	8	44	Pesquisadores da Universidade Federal do Rio de Janeiro descobriram uma nova espécie de dinossauro herbívoro que viveu no território brasileiro há cerca de 70 milhões de anos . Os fósseis foram encontrados no interior de Minas Gerais e o animal foi batizado de Irritator challengeri .
.	PUNCT	0	8	45	Pesquisadores da Universidade Federal do Rio de Janeiro descobriram uma nova espécie de dinossauro herbívoro que viveu no território brasileiro há cerca de 70 milhões de anos . Os fósseis foram encontrados no interior de Minas Gerais e o animal foi batizado de Irritator challengeri .
O	DET	0	9	0	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
governo	NOUN	0	9	1	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
federal	ADJ	0	9	2	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
anunciou	VERB	0	9	3	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
a	DET	0	9	4	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
construção	NOUN	0	9	5	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
de	ADP	0	9	6	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
um	DET	0	9	7	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
novo	ADJ	0	9	8	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
acelerador	NOUN	1	9	9	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
de	ADP	0	9	10	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
partículas	NOUN	0	9	11	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
no	ADP	0	9	12	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
estado	NOUN	0	9	13	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
de	ADP	0	9	14	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
São	PROPN	0	9	15	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
Paulo	PROPN	0	9	16	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
,	PUNCT	0	9	17	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
com	ADP	0	9	18	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
investimento	NOUN	0	9	19	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
previsto	VERB	0	9	20	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
de	ADP	0	9	21	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
dois	NUM	0	9	22	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
bilhões	NUM	0	9	23	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
de	ADP	0	9	24	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
reais	NOUN	0	9	25	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
.	PUNCT	0	9	26	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
O	DET	0	9	27	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
equipamento	NOUN	0	9	28	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
será	AUX	0	9	29	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
o	DET	0	9	30	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
mais	ADV	0	9	31	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
moderno	ADJ	0	9	32	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
da	ADP	0	9	33	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
América	PROPN	0	9	34	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
Latina	PROPN	0	9	35	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
e	CCONJ	0	9	36	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
deverá	VERB	0	9	37	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
atrair	VERB	0	9	38	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
pesquisadores	NOUN	0	9	39	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
de	ADP	0	9	40	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
todo	DET	0	9	41	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
o	DET	0	9	42	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
mundo	NOUN	0	9	43	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
.	PUNCT	0	9	44	O governo federal anunciou a construção de um novo acelerador de partículas no estado de São Paulo , com investimento previsto de dois bilhões de reais . O equipamento será o mais moderno da América Latina e deverá atrair pesquisadores de todo o mundo .
Médicos	NOUN	1	10	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
do	ADP	0	10	1	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
Hospital	PROPN	0	10	2	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
das	ADP	0	10	3	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
Clínicas	PROPN	1	10	4	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
de	ADP	0	10	5	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
São	PROPN	0	10	6	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
Paulo	PROPN	0	10	7	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
realizaram	VERB	0	10	8	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
com	ADP	0	10	9	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
sucesso	NOUN	0	10	10	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
o	DET	0	10	11	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
primeiro	ADJ	0	10	12	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
transplante	NOUN	1	10	13	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
de	ADP	0	10	14	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
células-tronco	NOUN	1	10	15	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
para	ADP	0	10	16	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
tratamento	NOUN	0	10	17	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
de	ADP	0	10	18	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
esclerose	NOUN	1	10	19	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
lateral	ADJ	0	10	20	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
amiotrófica	ADJ	1	10	21	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
no	ADP	0	10	22	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
país	NOUN	0	10	23	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
.	PUNCT	0	10	24	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
O	DET	0	10	25	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
paciente	NOUN	0	10	26	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
,	PUNCT	0	10	27	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
de	ADP	0	10	28	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
42	NUM	0	10	29	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
anos	NOUN	0	10	30	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
,	PUNCT	0	10	31	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
apresentou	VERB	0	10	32	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
melhora	NOUN	0	10	33	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
significativa	ADJ	0	10	34	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
na	ADP	0	10	35	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
capacidade	NOUN	0	10	36	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
motora	ADJ	1	10	37	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
após	ADP	0	10	38	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
o	DET	0	10	39	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
procedimento	NOUN	0	10	40	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
.	PUNCT	0	10	41	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
A	DET	0	11	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
Universidade	PROPN	0	11	1	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
Estadual	PROPN	0	11	2	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
de	ADP	0	11	3	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
Campinas	PROPN	0	11	4	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
(	PUNCT	0	11	5	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
Unicamp	PROPN	1	11	6	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
)	PUNCT	0	11	7	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
desenvolveu	VERB	0	11	8	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
um	DET	0	11	9	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
software	NOUN	0	11	10	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
de	ADP	0	11	11	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
inteligência	NOUN	0	11	12	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
artificial	ADJ	0	11	13	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
capaz	ADJ	0	11	14	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
de	SCONJ	0	11	15	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
diagnosticar	VERB	1	11	16	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
melanoma	NOUN	1	11	17	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
com	ADP	0	11	18	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
precisão	NOUN	0	11	19	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
de	ADP	0	11	20	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
94	NUM	0	11	21	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
%	SYM	0	11	22	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
,	PUNCT	0	11	23	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
superando	VERB	0	11	24	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
a	DET	0	11	25	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
taxa	NOUN	0	11	26	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
média	ADJ	0	11	27	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
de	ADP	0	11	28	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
acerto	NOUN	1	11	29	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
de	ADP	0	11	30	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
