Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
Médicos	NOUN	1	10	0	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
do	ADP	0	10	1	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
Hospital	PROPN	0	10	2	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
das	ADP	0	10	3	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
Clínicas	PROPN	1	10	4	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
de	ADP	0	10	5	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
São	PROPN	0	10	6	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
Paulo	PROPN	0	10	7	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
realizaram	VERB	0	10	8	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
com	ADP	0	10	9	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
sucesso	NOUN	0	10	10	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
o	DET	0	10	11	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
primeiro	ADJ	0	10	12	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
transplante	NOUN	1	10	13	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
de	ADP	0	10	14	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
células-tronco	NOUN	1	10	15	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
para	ADP	0	10	16	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
tratamento	NOUN	0	10	17	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
de	ADP	0	10	18	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
esclerose	NOUN	1	10	19	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
lateral	ADJ	0	10	20	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
amiotrófica	ADJ	1	10	21	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
no	ADP	0	10	22	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
país	NOUN	0	10	23	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
.	PUNCT	0	10	24	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
O	DET	0	10	25	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
paciente	NOUN	0	10	26	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
,	PUNCT	0	10	27	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
de	ADP	0	10	28	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
42	NUM	0	10	29	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
anos	NOUN	0	10	30	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
,	PUNCT	0	10	31	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
apresentou	VERB	0	10	32	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
melhora	NOUN	0	10	33	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
significativa	ADJ	0	10	34	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
na	ADP	0	10	35	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
capacidade	NOUN	0	10	36	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
motora	ADJ	1	10	37	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
após	ADP	0	10	38	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
o	DET	0	10	39	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
procedimento	NOUN	0	10	40	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
.	PUNCT	0	10	41	0	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
9	['NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'ADP', 'NOUN', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']	[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	10	9	1	Médicos do Hospital das Clínicas de São Paulo realizaram com sucesso o primeiro transplante de células-tronco para tratamento de esclerose lateral amiotrófica no país . O paciente , de 42 anos , apresentou melhora significativa na capacidade motora após o procedimento .
A	DET	0	11	0	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
Universidade	PROPN	0	11	1	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
Estadual	PROPN	0	11	2	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
de	ADP	0	11	3	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
Campinas	PROPN	0	11	4	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
(	PUNCT	0	11	5	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
Unicamp	PROPN	1	11	6	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
)	PUNCT	0	11	7	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
desenvolveu	VERB	0	11	8	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
um	DET	0	11	9	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
software	NOUN	0	11	10	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
de	ADP	0	11	11	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
inteligência	NOUN	0	11	12	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
artificial	ADJ	0	11	13	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
capaz	ADJ	0	11	14	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
de	SCONJ	0	11	15	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
diagnosticar	VERB	1	11	16	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
melanoma	NOUN	1	11	17	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
com	ADP	0	11	18	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
precisão	NOUN	0	11	19	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
de	ADP	0	11	20	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
94	NUM	0	11	21	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
%	SYM	0	11	22	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
,	PUNCT	0	11	23	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
superando	VERB	0	11	24	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
a	DET	0	11	25	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
taxa	NOUN	0	11	26	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
média	ADJ	0	11	27	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
de	ADP	0	11	28	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
acerto	NOUN	1	11	29	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
de	ADP	0	11	30	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
dermatologistas	NOUN	1	11	31	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
humanos	ADJ	0	11	32	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
.	PUNCT	0	11	33	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
O	DET	0	11	34	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
sistema	NOUN	0	11	35	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
analisa	VERB	1	11	36	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
imagens	NOUN	0	11	37	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
dermatoscópicas	ADJ	1	11	38	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
em	ADP	0	11	39	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
menos	ADV	0	11	40	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
de	ADP	0	11	41	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
três	NUM	0	11	42	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
segundos	NOUN	0	11	43	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
.	PUNCT	0	11	44	0	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
10	['DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'SYM', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADP', 'ADV', 'ADP', 'NUM', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]	11	10	1	A Universidade Estadual de Campinas ( Unicamp ) desenvolveu um software de inteligência artificial capaz de diagnosticar melanoma com precisão de 94 % , superando a taxa média de acerto de dermatologistas humanos . O sistema analisa imagens dermatoscópicas em menos de três segundos .
O	DET	0	12	0	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
Brasil	PROPN	0	12	1	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
registrou	VERB	0	12	2	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
recorde	NOUN	0	12	3	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
na	ADP	0	12	4	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
produção	NOUN	0	12	5	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
de	ADP	0	12	6	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
energia	NOUN	0	12	7	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
solar	ADJ	0	12	8	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
fotovoltaica	ADJ	1	12	9	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
,	PUNCT	0	12	10	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
atingindo	VERB	0	12	11	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
capacidade	NOUN	0	12	12	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
instalada	VERB	0	12	13	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
de	ADP	0	12	14	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
30	NUM	0	12	15	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
gigawatts	NOUN	1	12	16	0	O Brasil registrou recorde na produção de energia solar fotovoltaica , atingindo capacidade instalada de 30 gigawatts . O país ocupa agora o oitavo lugar no ranking mundial de geração de energia solar , segundo dados da Agência Internacional de Energia Renovável .
